Start time          	End time            	Location	Type		Place
2012-11-25 14:38:24		2012-11-25 14:38:27		Door		PIR			Living
2012-11-25 14:38:36		2012-11-25 14:38:40		Door		PIR			Kitchen
2012-11-25 14:39:29		2012-11-25 14:39:31		Door		PIR			Kitchen
2012-11-25 14:40:06		2012-11-25 14:40:09		Door		PIR			Living
2012-11-25 14:40:48		2012-11-25 14:40:52		Door		PIR			Living
2012-11-25 14:41:34		2012-11-25 14:41:36		Door		PIR			Kitchen
2012-11-25 14:47:08		2012-11-25 14:47:15		Fridge		Magnetic	Kitchen
2012-11-25 14:48:24		2012-11-25 14:49:57		Fridge		Magnetic	Kitchen
2012-11-25 14:50:54		2012-11-25 14:50:56		Door		PIR			Kitchen
2012-11-25 14:51:06		2012-11-25 14:51:10		Door		PIR			Living
2012-11-25 14:57:17		2012-11-25 14:57:19		Door		PIR			Living
2012-11-25 14:57:27		2012-11-25 14:57:30		Door		PIR			Kitchen
2012-11-25 14:59:56		2012-11-25 14:59:58		Door		PIR			Kitchen
2012-11-25 15:00:11		2012-11-25 15:00:15		Door		PIR			Living
2012-11-25 15:47:11		2012-11-25 15:47:14		Door		PIR			Living
2012-11-25 15:47:24		2012-11-25 15:47:26		Door		PIR			Kitchen
2012-11-25 15:48:18		2012-11-25 15:48:20		Fridge		Magnetic	Kitchen
2012-11-25 15:48:24		2012-11-25 15:48:26		Door		PIR			Kitchen
2012-11-25 15:49:40		2012-11-25 15:49:43		Door		PIR			Living
2012-11-25 15:56:31		2012-11-25 15:56:33		Door		PIR			Living
2012-11-25 15:56:45		2012-11-25 15:56:48		Door		PIR			Bedroom
2012-11-25 15:57:15		2012-11-25 15:57:17		Door		PIR			Bedroom
2012-11-25 15:57:52		2012-11-25 15:57:57		Door		PIR			Living
2012-11-25 15:58:27		2012-11-25 15:58:30		Door		PIR			Living
2012-11-25 15:58:51		2012-11-25 15:58:58		Maindoor	Magnetic	Entrance
2012-11-25 20:09:59		2012-11-25 20:10:05		Maindoor	Magnetic	Entrance
2012-11-25 20:10:28		2012-11-25 20:10:32		Door		PIR			Living
2012-11-25 20:11:31		2012-11-25 20:11:36		Door		PIR			Living
2012-11-25 20:13:37		2012-11-25 20:14:47		Toilet		Flush		Bathroom
2012-11-25 20:15:23		2012-11-25 20:15:26		Door		PIR			Living
2012-11-25 20:16:31		2012-11-25 22:00:17		Seat		Pressure	Living
2012-11-25 22:01:01		2012-11-25 22:01:04		Door		PIR			Living
2012-11-25 22:01:39		2012-11-25 22:01:43		Door		PIR			Kitchen
2012-11-25 22:09:30		2012-11-25 22:09:32		Door		PIR			Kitchen
2012-11-25 22:09:42		2012-11-25 22:09:45		Door		PIR			Living
2012-11-25 22:10:00		2012-11-25 22:10:02		Door		PIR			Living
2012-11-25 22:10:09		2012-11-25 22:10:13		Door		PIR			Kitchen
2012-11-25 22:13:30		2012-11-25 22:13:36		Door		PIR			Kitchen
2012-11-25 22:13:41		2012-11-25 22:13:44		Door		PIR			Living
2012-11-25 22:13:48		2012-11-25 22:13:51		Door		PIR			Living
2012-11-25 22:13:59		2012-11-25 22:14:01		Door		PIR			Kitchen
2012-11-25 22:14:07		2012-11-25 22:14:18		Fridge		Magnetic	Kitchen
2012-11-25 22:14:31		2012-11-25 22:14:33		Door		PIR			Kitchen
2012-11-25 22:14:44		2012-11-25 22:14:47		Door		PIR			Living
2012-11-25 22:15:01		2012-11-25 23:19:55		Seat		Pressure	Living
2012-11-25 23:20:05		2012-11-25 23:20:08		Door		PIR			Living
2012-11-25 23:20:18		2012-11-25 23:20:22		Door		PIR			Kitchen
2012-11-25 23:21:50		2012-11-25 23:21:54		Door		PIR			Kitchen
2012-11-25 23:22:02		2012-11-25 23:22:05		Door		PIR			Living
2012-11-25 23:22:22		2012-11-25 23:22:25		Door		PIR			Living
2012-11-25 23:22:33		2012-11-25 23:22:35		Door		PIR			Kitchen
2012-11-25 23:25:21		2012-11-25 23:25:24		Door		PIR			Kitchen
2012-11-25 23:25:34		2012-11-25 23:25:37		Door		PIR			Living
2012-11-25 23:26:17		2012-11-26 00:21:11		Seat		Pressure	Living
2012-11-26 00:22:08		2012-11-26 00:22:11		Door		PIR			Living
2012-11-26 00:22:14		2012-11-26 00:22:16		Door		PIR			Bedroom
2012-11-26 00:26:43		2012-11-26 00:26:45		Door		PIR			Bedroom
2012-11-26 00:27:03		2012-11-26 00:27:07		Door		PIR			Living
2012-11-26 00:28:57		2012-11-26 01:27:11		Seat		Pressure	Living
2012-11-26 01:28:34		2012-11-26 01:28:37		Door		PIR			Living
2012-11-26 01:28:48		2012-11-26 01:28:54		Door		PIR			Kitchen
2012-11-26 01:29:34		2012-11-26 01:29:36		Door		PIR			Kitchen
2012-11-26 01:31:36		2012-11-26 01:32:31		Toilet		Flush		Bathroom
2012-11-26 01:31:56		2012-11-26 01:31:59		Door		PIR			Bedroom
2012-11-26 01:33:41		2012-11-26 08:47:41		Bed			Pressure	Bedroom
2012-11-26 08:50:01		2012-11-26 08:50:03		Door		PIR			Bedroom
2012-11-26 08:55:00		2012-11-26 08:56:04		Toilet		Flush		Bathroom
2012-11-26 08:55:14		2012-11-26 08:55:18		Door		PIR			Bedroom
2012-11-26 08:56:43		2012-11-26 09:40:24		Bed			Pressure	Bedroom
2012-11-26 09:43:37		2012-11-26 09:43:41		Door		PIR			Bedroom
2012-11-26 09:50:26		2012-11-26 09:51:39		Toilet		Flush		Bathroom
2012-11-26 09:54:52		2012-11-26 09:54:58		Door		PIR			Living
2012-11-26 09:57:12		2012-11-26 09:57:15		Door		PIR			Living
2012-11-26 09:57:29		2012-11-26 09:57:32		Door		PIR			Kitchen
2012-11-26 09:58:28		2012-11-26 09:58:32		Fridge		Magnetic	Kitchen
2012-11-26 09:59:48		2012-11-26 09:59:50		Fridge		Magnetic	Kitchen
2012-11-26 10:04:57		2012-11-26 10:04:59		Door		PIR			Kitchen
2012-11-26 10:08:55		2012-11-26 10:08:57		Door		PIR			Bedroom
2012-11-26 10:28:43		2012-11-26 10:28:47		Door		PIR			Bedroom
2012-11-26 10:34:16		2012-11-26 10:34:19		Door		PIR			Kitchen
2012-11-26 10:35:21		2012-11-26 10:35:23		Door		PIR			Kitchen
2012-11-26 10:37:02		2012-11-26 10:37:05		Door		PIR			Bedroom
2012-11-26 10:37:26		2012-11-26 10:37:28		Door		PIR			Bedroom
2012-11-26 10:42:45		2012-11-26 10:48:59		Shower		PIR			Bathroom
2012-11-26 10:52:49		2012-11-26 11:01:49		Basin		PIR			Bathroom
2012-11-26 11:06:42		2012-11-26 11:06:46		Door		PIR			Bedroom
2012-11-26 11:08:35		2012-11-26 11:08:38		Door		PIR			Bedroom
2012-11-26 11:11:42		2012-11-26 11:15:18		Basin		PIR			Bathroom
2012-11-26 11:15:46		2012-11-26 11:16:42		Toilet		Flush		Bathroom
2012-11-26 11:17:05		2012-11-26 11:17:08		Door		PIR			Bedroom
2012-11-26 11:28:54		2012-11-26 11:28:57		Door		PIR			Bedroom
2012-11-26 11:34:02		2012-11-26 11:34:05		Maindoor	Magnetic	Entrance
2012-11-26 11:59:30		2012-11-26 11:59:36		Maindoor	Magnetic	Entrance
2012-11-26 11:59:47		2012-11-26 11:59:49		Door		PIR			Kitchen
2012-11-26 12:01:47		2012-11-26 12:01:53		Fridge		Magnetic	Kitchen
2012-11-26 12:02:07		2012-11-26 12:02:09		Door		PIR			Kitchen
2012-11-26 12:02:20		2012-11-26 12:02:23		Door		PIR			Living
2012-11-26 12:02:34		2012-11-26 12:02:37		Door		PIR			Living
2012-11-26 12:03:27		2012-11-26 12:03:30		Door		PIR			Kitchen
2012-11-26 12:04:01		2012-11-26 12:04:03		Door		PIR			Kitchen
2012-11-26 12:04:13		2012-11-26 12:04:16		Door		PIR			Living
2012-11-26 12:05:03		2012-11-26 12:27:26		Seat		Pressure	Living
2012-11-26 12:27:35		2012-11-26 12:27:38		Door		PIR			Living
2012-11-26 12:27:47		2012-11-26 12:27:51		Door		PIR			Kitchen
2012-11-26 12:29:21		2012-11-26 12:29:23		Door		PIR			Kitchen
2012-11-26 12:32:13		2012-11-26 12:32:16		Door		PIR			Living
2012-11-26 12:32:27		2012-11-26 12:50:23		Seat		Pressure	Living
2012-11-26 12:51:43		2012-11-26 12:51:45		Door		PIR			Living
2012-11-26 12:52:02		2012-11-26 12:52:06		Maindoor	Magnetic	Entrance
2012-11-26 18:54:51		2012-11-26 18:54:57		Maindoor	Magnetic	Entrance
2012-11-26 19:00:25		2012-11-26 19:01:29		Toilet		Flush		Bathroom
2012-11-26 19:02:29		2012-11-26 19:02:32		Door		PIR			Living
2012-11-26 19:08:48		2012-11-26 19:08:51		Door		PIR			Living
2012-11-26 19:09:02		2012-11-26 19:09:06		Door		PIR			Kitchen
2012-11-26 19:09:26		2012-11-26 19:09:28		Door		PIR			Kitchen
2012-11-26 19:09:44		2012-11-26 19:09:47		Door		PIR			Living
2012-11-26 19:08:37		2012-11-26 21:02:05		Seat		Pressure	Living
2012-11-26 21:03:46		2012-11-26 21:03:49		Door		PIR			Living
2012-11-26 21:07:21		2012-11-26 21:07:26		Door		PIR			Kitchen
2012-11-26 21:08:53		2012-11-26 21:08:55		Door		PIR			Kitchen
2012-11-26 21:10:05		2012-11-26 21:10:08		Door		PIR			Living
2012-11-26 21:10:19		2012-11-26 21:10:21		Door		PIR			Living
2012-11-26 21:12:19		2012-11-26 21:12:23		Door		PIR			Kitchen
2012-11-26 21:12:44		2012-11-26 21:12:45		Door		PIR			Kitchen
2012-11-26 21:13:32		2012-11-26 21:13:38		Door		PIR			Bedroom
2012-11-26 21:13:54		2012-11-26 21:13:56		Door		PIR			Bedroom
2012-11-26 21:14:42		2012-11-26 21:14:45		Door		PIR			Living
2012-11-26 21:17:39		2012-11-26 21:17:42		Door		PIR			Living
2012-11-26 21:17:50		2012-11-26 21:18:03		Maindoor	Magnetic	Entrance
2012-11-27 01:27:16		2012-11-27 01:27:19		Maindoor	Magnetic	Entrance
2012-11-27 01:28:05		2012-11-27 01:28:07		Door		PIR			Kitchen
2012-11-27 01:29:17		2012-11-27 01:29:19		Door		PIR			Kitchen
2012-11-27 01:30:26		2012-11-27 01:30:29		Door		PIR			Living
2012-11-27 01:31:48		2012-11-27 01:31:52		Door		PIR			Living
2012-11-27 01:31:54		2012-11-27 01:31:56		Door		PIR			Bedroom
2012-11-27 01:33:29		2012-11-27 01:33:32		Door		PIR			Bedroom
2012-11-27 01:37:03		2012-11-27 01:38:03		Basin		PIR			Bathroom
2012-11-27 01:41:56		2012-11-27 01:43:01		Toilet		Flush		Bathroom
2012-11-27 01:42:11		2012-11-27 01:43:12		Basin		PIR			Bathroom
2012-11-27 01:43:31		2012-11-27 01:43:36		Door		PIR			Bedroom
2012-11-27 01:44:14		2012-11-27 10:12:15		Bed			Pressure	Bedroom
2012-11-27 10:12:42		2012-11-27 10:12:45		Door		PIR			Bedroom
2012-11-27 10:18:13		2012-11-27 10:19:32		Toilet		Flush		Bathroom
2012-11-27 10:19:36		2012-11-27 10:19:39		Door		PIR			Living
2012-11-27 10:20:26		2012-11-27 10:20:29		Door		PIR			Living
2012-11-27 10:20:43		2012-11-27 10:20:45		Door		PIR			Kitchen
2012-11-27 10:22:23		2012-11-27 10:22:27		Fridge		Magnetic	Kitchen
2012-11-27 10:22:54		2012-11-27 10:22:55		Fridge		Magnetic	Kitchen
2012-11-27 10:30:35		2012-11-27 10:30:37		Door		PIR			Kitchen
2012-11-27 10:31:11		2012-11-27 10:31:15		Door		PIR			Living
2012-11-27 10:34:39		2012-11-27 10:34:42		Door		PIR			Living
2012-11-27 10:34:45		2012-11-27 10:34:48		Door		PIR			Bedroom
2012-11-27 10:36:29		2012-11-27 10:36:32		Door		PIR			Bedroom
2012-11-27 10:41:46		2012-11-27 10:41:50		Door		PIR			Kitchen
2012-11-27 10:43:16		2012-11-27 10:43:18		Door		PIR			Kitchen
2012-11-27 10:44:41		2012-11-27 10:44:43		Door		PIR			Bedroom
2012-11-27 10:46:02		2012-11-27 10:46:06		Door		PIR			Bedroom
2012-11-27 10:46:15		2012-11-27 10:46:17		Door		PIR			Living
2012-11-27 10:47:08		2012-11-27 11:43:57		Seat		Pressure	Living
2012-11-27 11:44:07		2012-11-27 11:44:11		Door		PIR			Living
2012-11-27 11:44:23		2012-11-27 11:44:26		Door		PIR			Kitchen
2012-11-27 11:45:26		2012-11-27 11:45:28		Door		PIR			Kitchen
2012-11-27 11:45:45		2012-11-27 11:45:48		Door		PIR			Living
2012-11-27 11:49:23		2012-11-27 11:49:25		Door		PIR			Living
2012-11-27 11:53:17		2012-11-27 11:53:20		Basin		PIR			Bathroom
2012-11-27 11:53:55		2012-11-27 11:53:58		Door		PIR			Kitchen
2012-11-27 11:54:15		2012-11-27 11:54:22		Fridge		Magnetic	Kitchen
2012-11-27 11:54:26		2012-11-27 11:54:29		Door		PIR			Kitchen
2012-11-27 11:54:55		2012-11-27 11:54:59		Door		PIR			Bedroom
2012-11-27 11:58:46		2012-11-27 11:58:50		Door		PIR			Bedroom
2012-11-27 11:58:53		2012-11-27 11:58:57		Door		PIR			Living
2012-11-27 11:59:07		2012-11-27 12:22:01		Seat		Pressure	Living
2012-11-27 12:23:16		2012-11-27 12:23:20		Door		PIR			Living
2012-11-27 12:23:30		2012-11-27 12:23:33		Door		PIR			Kitchen
2012-11-27 12:24:42		2012-11-27 12:24:44		Door		PIR			Kitchen
2012-11-27 12:25:07		2012-11-27 12:26:39		Toilet		Flush		Bathroom
2012-11-27 12:26:04		2012-11-27 12:26:06		Door		PIR			Living
2012-11-27 12:27:37		2012-11-27 13:21:17		Seat		Pressure	Living
2012-11-27 13:22:07		2012-11-27 13:22:11		Door		PIR			Living
2012-11-27 13:22:22		2012-11-27 13:22:25		Door		PIR			Kitchen
2012-11-27 13:23:26		2012-11-27 13:23:28		Door		PIR			Kitchen
2012-11-27 13:23:58		2012-11-27 13:23:59		Door		PIR			Living
2012-11-27 13:24:09		2012-11-27 13:24:12		Door		PIR			Living
2012-11-27 13:26:31		2012-11-27 13:26:33		Door		PIR			Bedroom
2012-11-27 13:26:43		2012-11-27 13:26:45		Door		PIR			Bedroom
2012-11-27 13:26:50		2012-11-27 13:26:52		Door		PIR			Living
2012-11-27 13:27:17		2012-11-27 13:27:19		Door		PIR			Living
2012-11-27 13:32:22		2012-11-27 13:40:44		Basin		PIR			Bathroom
2012-11-27 13:41:52		2012-11-27 13:53:52		Shower		PIR			Bathroom
2012-11-27 13:54:28		2012-11-27 13:54:58		Basin		PIR			Bathroom
2012-11-27 13:57:14		2012-11-27 13:57:16		Door		PIR			Living
2012-11-27 14:03:21		2012-11-27 14:03:23		Door		PIR			Living
2012-11-27 14:03:32		2012-11-27 14:03:34		Door		PIR			Bedroom
2012-11-27 14:03:55		2012-11-27 14:03:59		Door		PIR			Bedroom
2012-11-27 14:10:54		2012-11-27 14:10:57		Door		PIR			Living
2012-11-27 14:11:16		2012-11-27 14:33:17		Seat		Pressure	Living
2012-11-27 14:34:18		2012-11-27 14:34:21		Door		PIR			Living
2012-11-27 14:35:25		2012-11-27 14:35:28		Door		PIR			Bedroom
2012-11-27 14:36:00		2012-11-27 14:36:02		Door		PIR			Bedroom
2012-11-27 14:37:05		2012-11-27 14:37:08		Door		PIR			Living
2012-11-27 14:37:10		2012-11-27 14:37:12		Door		PIR			Living
2012-11-27 14:38:03		2012-11-27 14:38:07		Maindoor	Magnetic	Entrance
2012-11-27 16:14:45		2012-11-27 16:14:50		Maindoor	Magnetic	Entrance
2012-11-27 16:18:48		2012-11-27 16:18:51		Door		PIR			Kitchen
2012-11-27 16:20:53		2012-11-27 16:20:55		Door		PIR			Kitchen
2012-11-27 16:22:05		2012-11-27 16:22:08		Door		PIR			Living
2012-11-27 16:23:18		2012-11-27 18:49:16		Seat		Pressure	Living
2012-11-27 18:50:57		2012-11-27 18:50:59		Door		PIR			Living
2012-11-27 18:51:12		2012-11-27 18:51:16		Door		PIR			Bedroom
2012-11-27 18:53:33		2012-11-27 18:53:35		Door		PIR			Bedroom
2012-11-27 18:54:24		2012-11-27 18:54:27		Door		PIR			Kitchen
2012-11-27 18:55:13		2012-11-27 18:55:15		Door		PIR			Kitchen
2012-11-27 18:55:28		2012-11-27 18:55:31		Door		PIR			Living
2012-11-27 19:10:22		2012-11-27 19:10:25		Door		PIR			Living
2012-11-27 19:10:35		2012-11-27 19:10:40		Door		PIR			Kitchen
2012-11-27 19:11:22		2012-11-27 19:11:24		Door		PIR			Kitchen
2012-11-27 19:11:37		2012-11-27 19:11:40		Door		PIR			Living
2012-11-27 19:36:07		2012-11-27 19:36:10		Door		PIR			Living
2012-11-27 19:37:14		2012-11-27 19:37:17		Door		PIR			Living
2012-11-27 19:44:49		2012-11-27 19:44:51		Door		PIR			Living
2012-11-27 19:46:15		2012-11-27 19:46:18		Door		PIR			Kitchen
2012-11-27 19:46:24		2012-11-27 19:46:40		Fridge		Magnetic	Kitchen
2012-11-27 19:46:53		2012-11-27 19:46:56		Door		PIR			Kitchen
2012-11-27 19:47:07		2012-11-27 19:47:09		Door		PIR			Living
2012-11-27 19:48:08		2012-11-27 19:58:24		Seat		Pressure	Living
2012-11-27 20:59:50		2012-11-27 20:59:53		Door		PIR			Living
2012-11-27 21:00:08		2012-11-27 21:00:12		Door		PIR			Kitchen
2012-11-27 21:00:28		2012-11-27 21:00:31		Door		PIR			Kitchen
2012-11-27 21:00:45		2012-11-27 21:00:48		Door		PIR			Living
2012-11-27 21:01:18		2012-11-27 21:01:21		Door		PIR			Living
2012-11-27 21:01:28		2012-11-27 21:02:23		Basin		PIR			Bathroom
2012-11-27 21:04:27		2012-11-27 21:05:21		Toilet		Flush		Bathroom
2012-11-27 21:06:28		2012-11-27 21:06:51		Basin		PIR			Bathroom
2012-11-27 21:09:55		2012-11-27 21:09:58		Door		PIR			Living
2012-11-27 21:11:53		2012-11-27 21:11:55		Door		PIR			Living
2012-11-27 21:12:02		2012-11-27 21:12:13		Maindoor	Magnetic	Entrance
2012-11-28 01:37:15		2012-11-28 01:37:18		Maindoor	Magnetic	Entrance
2012-11-28 01:37:53		2012-11-28 01:37:56		Door		PIR			Living
2012-11-28 01:39:19		2012-11-28 01:39:22		Door		PIR			Living
2012-11-28 01:40:24		2012-11-28 01:40:26		Door		PIR			Bedroom
2012-11-28 01:41:37		2012-11-28 01:41:39		Door		PIR			Bedroom
2012-11-28 01:41:47		2012-11-28 01:42:22		Basin		PIR			Bathroom
2012-11-28 01:43:50		2012-11-28 01:43:57		Door		PIR			Bedroom
2012-11-28 01:44:24		2012-11-28 01:44:27		Door		PIR			Bedroom
2012-11-28 01:49:31		2012-11-28 01:50:26		Toilet		Flush		Bathroom
2012-11-28 01:49:41		2012-11-28 01:49:44		Door		PIR			Living
2012-11-28 01:50:02		2012-11-28 01:50:04		Door		PIR			Living
2012-11-28 01:50:29		2012-11-28 01:50:35		Door		PIR			Bedroom
2012-11-28 01:51:53		2012-11-28 09:12:37		Bed			Pressure	Bedroom
2012-11-28 09:16:02		2012-11-28 09:16:06		Door		PIR			Bedroom
2012-11-28 09:23:58		2012-11-28 09:25:21		Toilet		Flush		Bathroom
2012-11-28 09:25:26		2012-11-28 09:25:29		Door		PIR			Bedroom
2012-11-28 09:26:23		2012-11-28 09:26:27		Door		PIR			Bedroom
2012-11-28 09:26:33		2012-11-28 09:26:36		Door		PIR			Living
2012-11-28 09:27:15		2012-11-28 09:27:18		Door		PIR			Living
2012-11-28 09:27:34		2012-11-28 09:27:38		Door		PIR			Kitchen
2012-11-28 09:29:09		2012-11-28 09:29:11		Fridge		Magnetic	Kitchen
2012-11-28 09:29:38		2012-11-28 09:29:40		Fridge		Magnetic	Kitchen
2012-11-28 09:43:30		2012-11-28 09:43:31		Door		PIR			Kitchen
2012-11-28 09:43:45		2012-11-28 09:43:48		Door		PIR			Living
2012-11-28 09:44:37		2012-11-28 09:44:40		Door		PIR			Living
2012-11-28 09:44:49		2012-11-28 09:44:52		Door		PIR			Kitchen
2012-11-28 09:45:40		2012-11-28 09:45:44		Fridge		Magnetic	Kitchen
2012-11-28 09:46:01		2012-11-28 09:46:03		Door		PIR			Kitchen
2012-11-28 09:46:42		2012-11-28 09:46:45		Basin		PIR			Bathroom
2012-11-28 09:49:02		2012-11-28 09:49:05		Door		PIR			Bedroom
2012-11-28 09:49:26		2012-11-28 09:49:29		Door		PIR			Bedroom
2012-11-28 09:50:15		2012-11-28 09:56:08		Basin		PIR			Bathroom
2012-11-28 10:00:30		2012-11-28 10:01:47		Toilet		Flush		Bathroom
2012-11-28 10:04:24		2012-11-28 10:05:38		Basin		PIR			Bathroom
2012-11-28 10:13:36		2012-11-28 10:13:40		Door		PIR			Bedroom
2012-11-28 10:20:05		2012-11-28 10:20:09		Door		PIR			Bedroom
2012-11-28 10:25:15		2012-11-28 10:25:17		Door		PIR			Kitchen
2012-11-28 10:28:29		2012-11-28 10:28:31		Door		PIR			Kitchen
2012-11-28 10:33:22		2012-11-28 10:33:24		Door		PIR			Living
2012-11-28 10:34:55		2012-11-28 10:44:57		Seat		Pressure	Living
2012-11-28 10:45:46		2012-11-28 10:45:49		Door		PIR			Living
2012-11-28 10:46:02		2012-11-28 10:46:07		Door		PIR			Bedroom
2012-11-28 10:46:22		2012-11-28 10:46:24		Door		PIR			Bedroom
2012-11-28 10:49:22		2012-11-28 10:49:26		Door		PIR			Kitchen
2012-11-28 10:49:49		2012-11-28 10:49:53		Door		PIR			Kitchen
2012-11-28 10:50:12		2012-11-28 10:50:16		Door		PIR			Living
2012-11-28 10:50:26		2012-11-28 11:03:07		Seat		Pressure	Living
2012-11-28 11:03:11		2012-11-28 11:03:14		Door		PIR			Living
2012-11-28 11:04:16		2012-11-28 11:04:19		Maindoor	Magnetic	Entrance
2012-11-28 12:27:42		2012-11-28 12:27:45		Maindoor	Magnetic	Entrance
2012-11-28 12:28:02		2012-11-28 12:28:04		Door		PIR			Kitchen
2012-11-28 12:28:06		2012-11-28 12:28:09		Fridge		Magnetic	Kitchen
2012-11-28 12:28:45		2012-11-28 12:28:46		Door		PIR			Kitchen
2012-11-28 12:30:09		2012-11-28 12:30:11		Door		PIR			Kitchen
2012-11-28 12:30:42		2012-11-28 12:30:46		Door		PIR			Kitchen
2012-11-28 12:38:07		2012-11-28 12:38:09		Door		PIR			Kitchen
2012-11-28 12:43:35		2012-11-28 12:44:06		Door		PIR			Kitchen
2012-11-28 12:44:26		2012-11-28 12:44:29		Door		PIR			Living
2012-11-28 12:57:26		2012-11-28 12:57:30		Door		PIR			Living
2012-11-28 12:57:37		2012-11-28 12:57:42		Door		PIR			Kitchen
2012-11-28 12:58:09		2012-11-28 12:58:11		Door		PIR			Kitchen
2012-11-28 12:58:22		2012-11-28 12:58:25		Door		PIR			Living
2012-11-28 13:03:24		2012-11-28 13:13:51		Seat		Pressure	Living
2012-11-28 13:14:16		2012-11-28 13:14:22		Door		PIR			Living
2012-11-28 13:16:33		2012-11-28 13:16:35		Door		PIR			Kitchen
2012-11-28 13:17:48		2012-11-28 13:17:55		Fridge		Magnetic	Kitchen
2012-11-28 13:18:05		2012-11-28 13:18:12		Door		PIR			Kitchen
2012-11-28 13:18:21		2012-11-28 13:18:24		Door		PIR			Living
2012-11-28 13:38:42		2012-11-28 13:38:45		Door		PIR			Living
2012-11-28 13:54:07		2012-11-28 13:54:10		Door		PIR			Living
2012-11-28 13:55:01		2012-11-28 14:22:48		Seat		Pressure	Living
2012-11-28 14:23:08		2012-11-28 14:23:11		Door		PIR			Living
2012-11-28 14:24:04		2012-11-28 14:25:06		Toilet		Flush		Bathroom
2012-11-28 14:24:17		2012-11-28 14:24:28		Basin		PIR			Bathroom
2012-11-28 14:24:51		2012-11-28 14:24:53		Door		PIR			Living
2012-11-28 14:25:34		2012-11-28 14:25:38		Door		PIR			Living
2012-11-28 14:25:46		2012-11-28 14:27:06		Toilet		Flush		Bathroom
2012-11-28 14:25:52		2012-11-28 14:26:28		Basin		PIR			Bathroom
2012-11-28 14:28:03		2012-11-28 14:28:08		Maindoor	Magnetic	Entrance
2012-11-28 16:05:13		2012-11-28 16:05:16		Maindoor	Magnetic	Entrance
2012-11-28 16:05:29		2012-11-28 16:05:32		Door		PIR			Living
2012-11-28 16:06:22		2012-11-28 17:37:18		Seat		Pressure	Living
2012-11-28 17:38:13		2012-11-28 17:38:16		Door		PIR			Living
2012-11-28 17:40:24		2012-11-28 17:45:35		Toilet		Flush		Bathroom
2012-11-28 17:55:02		2012-11-28 17:55:05		Door		PIR			Living
2012-11-28 17:56:01		2012-11-28 19:28:45		Seat		Pressure	Living
2012-11-28 19:29:01		2012-11-28 19:29:05		Door		PIR			Living
2012-11-28 19:30:08		2012-11-28 19:30:12		Door		PIR			Kitchen
2012-11-28 19:34:44		2012-11-28 19:34:48		Fridge		Magnetic	Kitchen
2012-11-28 19:35:33		2012-11-28 19:35:37		Door		PIR			Kitchen
2012-11-28 19:36:53		2012-11-28 19:36:57		Door		PIR			Bedroom
2012-11-28 19:37:23		2012-11-28 19:37:25		Door		PIR			Bedroom
2012-11-28 19:39:05		2012-11-28 19:39:08		Door		PIR			Living
2012-11-28 19:45:02		2012-11-28 19:45:05		Door		PIR			Living
2012-11-28 19:45:12		2012-11-28 19:45:16		Door		PIR			Bedroom
2012-11-28 19:45:18		2012-11-28 19:45:20		Door		PIR			Bedroom
2012-11-28 19:48:19		2012-11-28 19:48:23		Maindoor	Magnetic	Entrance
2012-11-28 22:14:27		2012-11-28 22:14:34		Maindoor	Magnetic	Entrance
2012-11-28 22:15:02		2012-11-28 22:15:05		Door		PIR			Kitchen
2012-11-28 22:15:23		2012-11-28 22:15:30		Fridge		Magnetic	Kitchen
2012-11-28 22:17:14		2012-11-28 22:17:16		Fridge		Magnetic	Kitchen
2012-11-28 22:17:29		2012-11-28 22:17:33		Door		PIR			Kitchen
2012-11-28 22:17:45		2012-11-28 22:17:48		Door		PIR			Living
2012-11-28 22:18:04		2012-11-28 22:18:09		Door		PIR			Living
2012-11-28 22:18:17		2012-11-28 22:18:20		Door		PIR			Bedroom
2012-11-28 22:18:39		2012-11-28 22:18:43		Door		PIR			Bedroom
2012-11-28 22:19:00		2012-11-28 22:19:02		Door		PIR			Living
2012-11-28 22:20:00		2012-11-28 23:37:37		Seat		Pressure	Living
2012-11-28 23:38:15		2012-11-28 23:38:19		Door		PIR			Living
2012-11-28 23:38:34		2012-11-28 23:38:36		Door		PIR			Kitchen
2012-11-28 23:38:46		2012-11-28 23:38:48		Door		PIR			Kitchen
2012-11-28 23:39:00		2012-11-28 23:39:03		Door		PIR			Living
2012-11-28 23:40:52		2012-11-28 23:40:56		Door		PIR			Living
2012-11-28 23:41:05		2012-11-28 23:41:07		Door		PIR			Kitchen
2012-11-28 23:41:26		2012-11-28 23:41:28		Door		PIR			Kitchen
2012-11-28 23:41:47		2012-11-28 23:41:50		Door		PIR			Living
2012-11-28 23:42:53		2012-11-28 23:42:56		Door		PIR			Living
2012-11-28 23:44:06		2012-11-28 23:44:09		Door		PIR			Bedroom
2012-11-28 23:48:37		2012-11-28 23:48:40		Door		PIR			Bedroom
2012-11-28 23:54:55		2012-11-28 23:56:27		Toilet		Flush		Bathroom
2012-11-28 23:55:12		2012-11-28 23:55:14		Door		PIR			Living
2012-11-28 23:55:32		2012-11-28 23:55:37		Door		PIR			Living
2012-11-28 23:55:40		2012-11-28 23:56:16		Basin		PIR			Bathroom
2012-11-28 23:56:39		2012-11-28 23:56:43		Door		PIR			Bedroom
2012-11-28 23:57:21		2012-11-28 23:57:24		Door		PIR			Bedroom
2012-11-28 23:57:28		2012-11-28 23:57:31		Door		PIR			Living
2012-11-28 23:58:16		2012-11-28 23:58:19		Door		PIR			Living
