Start time          	End time            	Location	Type	Place
2012-11-13 14:40:29	2012-11-13 14:40:32	Door	PIR	Living
2012-11-13 14:41:28	2012-11-13 14:41:30	Door	PIR	Living
2012-11-13 14:41:38	2012-11-13 14:41:41	Door	PIR	Kitchen
2012-11-13 14:42:33	2012-11-13 14:42:36	Door	PIR	Kitchen
2012-11-13 14:43:07	2012-11-13 14:43:09	Door	PIR	Living
2012-11-13 14:44:01	2012-11-13 15:50:30	Seat	Pressure	Living
2012-11-13 15:51:29	2012-11-13 15:51:32	Door	PIR	Living
2012-11-13 15:51:40	2012-11-13 15:51:43	Door	PIR	Kitchen
2012-11-13 16:04:25	2012-11-13 16:04:27	Door	PIR	Kitchen
2012-11-13 16:04:42	2012-11-13 16:04:45	Door	PIR	Living
2012-11-13 16:05:01	2012-11-13 16:05:03	Door	PIR	Living
2012-11-13 16:07:08	2012-11-13 16:08:02	Toilet	Flush	Bathroom
2012-11-13 16:07:27	2012-11-13 16:07:30	Door	PIR	Living
2012-11-13 16:33:20	2012-11-13 16:33:23	Door	PIR	Living
2011-12-11 00:56:01	2011-12-11 00:56:05	Maindoor	Magnetic	Entrance
2011-12-11 01:01:41	2011-12-11 02:26:08	Seat	Pressure	Living
2011-12-11 02:27:21	2011-12-11 02:28:44	Basin	PIR	Bathroom
2011-12-11 02:31:15	2011-12-11 11:57:34	Bed	Pressure	Bedroom
2011-12-11 12:01:27	2011-12-11 12:01:59	Toilet	Flush	Bathroom
2011-12-11 12:02:25	2011-12-11 12:02:39	Basin	PIR	Bathroom
2011-12-11 12:02:56	2011-12-11 12:18:42	Shower	PIR	Bathroom
2011-12-11 12:21:57	2011-12-11 12:25:09	Toaster	Electric	Kitchen
2011-12-11 12:22:01	2011-12-11 12:22:03	Cupboard	Magnetic	Kitchen
2011-12-11 12:22:07	2011-12-11 12:23:04	Fridge	Magnetic	Kitchen
2011-12-11 12:23:14	2011-12-11 12:25:12	Microwave	Electric	Kitchen
2011-12-11 12:32:49	2011-12-11 14:26:18	Seat	Pressure	Living
2011-12-11 14:34:12	2011-12-11 14:34:59	Cupboard	Magnetic	Kitchen
2011-12-11 14:36:58	2011-12-11 15:00:37	Cooktop	PIR	Kitchen
2011-12-11 14:37:04 	2011-12-11 14:37:14	Cupboard	Magnetic	Kitchen
2011-12-11 14:43:05	2011-12-11 14:44:23	Cupboard	Magnetic	Kitchen
2011-12-11 14:49:47	2011-12-11 14:50:02	Cupboard	Magnetic	Kitchen
2011-12-11 15:13:52	2011-12-11 15:13:57	Fridge	Magnetic	Kitchen
2011-12-11 15:29:03	2011-12-11 15:30:14	Toilet	Flush	Bathroom
2011-12-11 15:41:34	2011-12-11 15:43:30	Basin	PIR	Bathroom
2011-12-11 15:43:51	2011-12-12 00:22:50	Seat	Pressure	Living
2011-12-12 00:31:35	2011-12-12 07:22:21	Bed	Pressure	Bedroom
